mob								
怪物编号	怪物avatar	怪物攻击	怪物血量	怪物速度	怪物类型	怪物死亡加魔法值	怪物功能类型	不可中buff
71010041	7101	1	31510	50	1	2	0	[]
71010042	7101	1	31540	50	1	2	0	[]
71010043	7101	1	31570	50	1	2	0	[]
71010044	7101	1	31600	50	1	2	0	[]
71010045	7101	1	31630	50	1	2	0	[]
71010046	7101	1	31660	50	1	2	0	[]
71010047	7101	1	31690	50	1	2	0	[]
71010048	7101	1	31720	50	1	2	0	[]
71010049	7101	1	31750	50	1	2	0	[]
71010050	7101	1	31780	50	1	2	0	[]
71010051	7101	1	31810	50	1	2	0	[]
71010052	7101	1	31840	50	1	2	0	[]
71010053	7101	1	31870	50	1	2	0	[]
71010054	7101	1	31900	50	1	2	0	[]
71010055	7101	1	31930	50	1	2	0	[]
71010056	7101	1	31960	50	1	2	0	[]
71010057	7101	1	31990	50	1	2	0	[]
71010058	7101	1	32020	50	1	2	0	[]
71010059	7101	1	32050	50	1	2	0	[]
71010060	7101	1	32080	50	1	2	0	[]
71010061	7101	1	32110	50	1	2	0	[]
71010062	7101	1	32140	50	1	2	0	[]
71010063	7101	1	32170	50	1	2	0	[]
71010064	7101	1	32200	50	1	2	0	[]
71010065	7101	1	32230	50	1	2	0	[]
71010066	7101	1	32260	50	1	2	0	[]
71010067	7101	1	32290	50	1	2	0	[]
71010068	7101	1	32320	50	1	2	0	[]
71010069	7101	1	32350	50	1	2	0	[]
71010070	7101	1	32380	50	1	2	0	[]
71010071	7101	1	32410	50	1	2	0	[]
71010072	7101	1	32440	50	1	2	0	[]
71010073	7101	1	32470	50	1	2	0	[]
71010074	7101	1	32500	50	1	2	0	[]
71010075	7101	1	32530	50	1	2	0	[]
71010076	7101	1	32560	50	1	2	0	[]
71010077	7101	1	32590	50	1	2	0	[]
71010078	7101	1	32620	50	1	2	0	[]
71010079	7101	1	32650	50	1	2	0	[]
71010080	7101	1	32680	50	1	2	0	[]
71010081	7101	1	32710	50	1	2	0	[]
71010082	7101	1	32740	50	1	2	0	[]
71010083	7101	1	32770	50	1	2	0	[]
71010084	7101	1	32800	50	1	2	0	[]
71010085	7101	1	32830	50	1	2	0	[]
71010086	7101	1	32860	50	1	2	0	[]
71010087	7101	1	32890	50	1	2	0	[]
71010088	7101	1	32920	50	1	2	0	[]
71010089	7101	1	32950	50	1	2	0	[]
71010090	7101	1	32980	50	1	2	0	[]
71010091	7101	1	33010	50	1	2	0	[]
71010092	7101	1	33040	50	1	2	0	[]
71010093	7101	1	33070	50	1	2	0	[]
71010094	7101	1	33100	50	1	2	0	[]
71010095	7101	1	33130	50	1	2	0	[]
71010096	7101	1	33160	50	1	2	0	[]
71010097	7101	1	33190	50	1	2	0	[]
71010098	7101	1	33220	50	1	2	0	[]
71010099	7101	1	33250	50	1	2	0	[]
71010100	7101	1	33280	50	1	2	0	[]
71010101	7101	1	33310	50	1	2	0	[]
71010102	7101	1	33340	50	1	2	0	[]
71010103	7101	1	33370	50	1	2	0	[]
71010104	7101	1	33400	50	1	2	0	[]
71010105	7101	1	33430	50	1	2	0	[]
71010106	7101	1	33460	50	1	2	0	[]
71010107	7101	1	33490	50	1	2	0	[]
71010108	7101	1	33520	50	1	2	0	[]
71010109	7101	1	33550	50	1	2	0	[]
71010110	7101	1	33580	50	1	2	0	[]
71010111	7101	1	33610	50	1	2	0	[]
71010112	7101	1	33640	50	1	2	0	[]
71010113	7101	1	33670	50	1	2	0	[]
71010114	7101	1	33700	50	1	2	0	[]
71010115	7101	1	33730	50	1	2	0	[]
71010116	7101	1	33760	50	1	2	0	[]
71010117	7101	1	33790	50	1	2	0	[]
71010118	7101	1	33820	50	1	2	0	[]
71010119	7101	1	33850	50	1	2	0	[]
71010120	7101	1	33880	50	1	2	0	[]
71010121	7101	1	33910	50	1	2	0	[]
71010122	7101	1	33940	50	1	2	0	[]
71010123	7101	1	33970	50	1	2	0	[]
71010124	7101	1	34000	50	1	2	0	[]
71010125	7101	1	34030	50	1	2	0	[]
71010126	7101	1	34060	50	1	2	0	[]
71010127	7101	1	34090	50	1	2	0	[]
71010128	7101	1	34120	50	1	2	0	[]
71010129	7101	1	34150	50	1	2	0	[]
71010130	7101	1	34180	50	1	2	0	[]
71010131	7101	1	34210	50	1	2	0	[]
71010132	7101	1	34240	50	1	2	0	[]
71010133	7101	1	34270	50	1	2	0	[]
71010134	7101	1	34300	50	1	2	0	[]
71010135	7101	1	34330	50	1	2	0	[]
71010136	7101	1	34360	50	1	2	0	[]
71010137	7101	1	34390	50	1	2	0	[]
71010138	7101	1	34420	50	1	2	0	[]
71010139	7101	1	34450	50	1	2	0	[]
71010140	7101	1	34480	50	1	2	0	[]
71010141	7101	1	34510	50	1	2	0	[]
71010142	7101	1	34540	50	1	2	0	[]
71010143	7101	1	34570	50	1	2	0	[]
71010144	7101	1	34600	50	1	2	0	[]
71010145	7101	1	34630	50	1	2	0	[]
71010146	7101	1	34660	50	1	2	0	[]
71010147	7101	1	34690	50	1	2	0	[]
71010148	7101	1	34720	50	1	2	0	[]
71010149	7101	1	34750	50	1	2	0	[]
71010150	7101	1	34780	50	1	2	0	[]
71010151	7101	1	34810	50	1	2	0	[]
71010152	7101	1	34840	50	1	2	0	[]
71010153	7101	1	34870	50	1	2	0	[]
71010154	7101	1	34900	50	1	2	0	[]
71010155	7101	1	34930	50	1	2	0	[]
71010156	7101	1	34960	50	1	2	0	[]
71010157	7101	1	34990	50	1	2	0	[]
71010158	7101	1	35020	50	1	2	0	[]
71010159	7101	1	35050	50	1	2	0	[]
71010160	7101	1	35080	50	1	2	0	[]
71010161	7101	1	35110	50	1	2	0	[]
71010162	7101	1	35140	50	1	2	0	[]
71010163	7101	1	35170	50	1	2	0	[]
71010164	7101	1	35200	50	1	2	0	[]
71010165	7101	1	35230	50	1	2	0	[]
71010166	7101	1	35260	50	1	2	0	[]
71010167	7101	1	35290	50	1	2	0	[]
71010168	7101	1	35320	50	1	2	0	[]
71010169	7101	1	35350	50	1	2	0	[]
71010170	7101	1	35380	50	1	2	0	[]
71010171	7101	1	35410	50	1	2	0	[]
71010172	7101	1	35440	50	1	2	0	[]
71010173	7101	1	35470	50	1	2	0	[]
71010174	7101	1	35500	50	1	2	0	[]
71010175	7101	1	35530	50	1	2	0	[]
71010176	7101	1	35560	50	1	2	0	[]
71010177	7101	1	35590	50	1	2	0	[]
71010178	7101	1	35620	50	1	2	0	[]
71010179	7101	1	35650	50	1	2	0	[]
71010180	7101	1	35680	50	1	2	0	[]
71010181	7101	1	35710	50	1	2	0	[]
71010182	7101	1	35740	50	1	2	0	[]
71010183	7101	1	35770	50	1	2	0	[]
71010184	7101	1	35800	50	1	2	0	[]
71010185	7101	1	35830	50	1	2	0	[]
71010186	7101	1	35860	50	1	2	0	[]
71010187	7101	1	35890	50	1	2	0	[]
71010188	7101	1	35920	50	1	2	0	[]
71010189	7101	1	35950	50	1	2	0	[]
71010190	7101	1	35980	50	1	2	0	[]
71010191	7101	1	36010	50	1	2	0	[]
71010192	7101	1	36040	50	1	2	0	[]
71010193	7101	1	36070	50	1	2	0	[]
71010194	7101	1	36100	50	1	2	0	[]
71010195	7101	1	36130	50	1	2	0	[]
71010196	7101	1	36160	50	1	2	0	[]
71010197	7101	1	36190	50	1	2	0	[]
71010198	7101	1	36220	50	1	2	0	[]
71010199	7101	1	36250	50	1	2	0	[]
71010200	7101	1	36280	50	1	2	0	[]
71010201	7101	1	36310	50	1	2	0	[]
71010202	7101	1	36340	50	1	2	0	[]
71010203	7101	1	36370	50	1	2	0	[]
71010204	7101	1	36400	50	1	2	0	[]
71010205	7101	1	36430	50	1	2	0	[]
71010206	7101	1	36460	50	1	2	0	[]
71010207	7101	1	36490	50	1	2	0	[]
71010208	7101	1	36520	50	1	2	0	[]
71010209	7101	1	36550	50	1	2	0	[]
71010210	7101	1	36580	50	1	2	0	[]
71010211	7101	1	36610	50	1	2	0	[]
71010212	7101	1	36640	50	1	2	0	[]
71010213	7101	1	36670	50	1	2	0	[]
71010214	7101	1	36700	50	1	2	0	[]
71010215	7101	1	36730	50	1	2	0	[]
71010216	7101	1	36760	50	1	2	0	[]
71010217	7101	1	36790	50	1	2	0	[]
71010218	7101	1	36820	50	1	2	0	[]
71010219	7101	1	36850	50	1	2	0	[]
71010220	7101	1	36880	50	1	2	0	[]
71020001	7102	1	30310	45	3	2	0	[]
71020002	7102	1	30340	45	3	2	0	[]
71020003	7102	1	30370	45	3	2	0	[]
71020004	7102	1	30400	45	3	2	0	[]
71020005	7102	1	30430	45	3	2	0	[]
71020006	7102	1	30460	45	3	2	0	[]
71020007	7102	1	30490	45	3	2	0	[]
71020008	7102	1	30520	45	3	2	0	[]
71020009	7102	1	30550	45	3	2	0	[]
71020010	7102	1	30580	45	3	2	0	[]
71020011	7102	1	30610	45	3	2	0	[]
71020012	7102	1	30640	45	3	2	0	[]
71020013	7102	1	30670	45	3	2	0	[]
71020014	7102	1	30700	45	3	2	0	[]
71020015	7102	1	30730	45	3	2	0	[]
71020016	7102	1	30760	45	3	2	0	[]
71020017	7102	1	30790	45	3	2	0	[]
71020018	7102	1	30820	45	3	2	0	[]
71020019	7102	1	30850	45	3	2	0	[]
71020020	7102	1	30880	45	3	2	0	[]
71020021	7102	1	30910	45	3	2	0	[]
71020022	7102	1	30940	45	3	2	0	[]
71020023	7102	1	30970	45	3	2	0	[]
71020024	7102	1	31000	45	3	2	0	[]
71020025	7102	1	31030	45	3	2	0	[]
71020026	7102	1	31060	45	3	2	0	[]
71020027	7102	1	31090	45	3	2	0	[]
71020028	7102	1	31120	45	3	2	0	[]
71020029	7102	1	31150	45	3	2	0	[]
71020030	7102	1	31180	45	3	2	0	[]
71020031	7102	1	31210	45	3	2	0	[]
71020032	7102	1	31240	45	3	2	0	[]
71020033	7102	1	31270	45	3	2	0	[]
71020034	7102	1	31300	45	3	2	0	[]
71020035	7102	1	31330	45	3	2	0	[]
71020036	7102	1	31360	45	3	2	0	[]
71020037	7102	1	31390	45	3	2	0	[]
71020038	7102	1	31420	45	3	2	0	[]
71020039	7102	1	31450	45	3	2	0	[]
71020040	7102	1	31480	45	3	2	0	[]
71020041	7102	1	31510	45	3	2	0	[]
71020042	7102	1	31540	45	3	2	0	[]
71020043	7102	1	31570	45	3	2	0	[]
71020044	7102	1	31600	45	3	2	0	[]
71020045	7102	1	31630	45	3	2	0	[]
71020046	7102	1	31660	45	3	2	0	[]
71020047	7102	1	31690	45	3	2	0	[]
71020048	7102	1	31720	45	3	2	0	[]
71020049	7102	1	31750	45	3	2	0	[]
71020050	7102	1	31780	45	3	2	0	[]
71020051	7102	1	31810	45	3	2	0	[]
71020052	7102	1	31840	45	3	2	0	[]
71020053	7102	1	31870	45	3	2	0	[]
71020054	7102	1	31900	45	3	2	0	[]
71020055	7102	1	31930	45	3	2	0	[]
71020056	7102	1	31960	45	3	2	0	[]
71020057	7102	1	31990	45	3	2	0	[]
71020058	7102	1	32020	45	3	2	0	[]
71020059	7102	1	32050	45	3	2	0	[]
71020060	7102	1	32080	45	3	2	0	[]
71020061	7102	1	32110	45	3	2	0	[]
71020062	7102	1	32140	45	3	2	0	[]
71020063	7102	1	32170	45	3	2	0	[]
71020064	7102	1	32200	45	3	2	0	[]
71020065	7102	1	32230	45	3	2	0	[]
71020066	7102	1	32260	45	3	2	0	[]
71020067	7102	1	32290	45	3	2	0	[]
71020068	7102	1	32320	45	3	2	0	[]
71020069	7102	1	32350	45	3	2	0	[]
71020070	7102	1	32380	45	3	2	0	[]
71020071	7102	1	32410	45	3	2	0	[]
71020072	7102	1	32440	45	3	2	0	[]
71020073	7102	1	32470	45	3	2	0	[]
71020074	7102	1	32500	45	3	2	0	[]
71020075	7102	1	32530	45	3	2	0	[]
71020076	7102	1	32560	45	3	2	0	[]
71020077	7102	1	32590	45	3	2	0	[]
71020078	7102	1	32620	45	3	2	0	[]
71020079	7102	1	32650	45	3	2	0	[]
71020080	7102	1	32680	45	3	2	0	[]
71020081	7102	1	32710	45	3	2	0	[]
71020082	7102	1	32740	45	3	2	0	[]
71020083	7102	1	32770	45	3	2	0	[]
71020084	7102	1	32800	45	3	2	0	[]
71020085	7102	1	32830	45	3	2	0	[]
71020086	7102	1	32860	45	3	2	0	[]
71020087	7102	1	32890	45	3	2	0	[]
71020088	7102	1	32920	45	3	2	0	[]
71020089	7102	1	32950	45	3	2	0	[]
71020090	7102	1	32980	45	3	2	0	[]
71020091	7102	1	33010	45	3	2	0	[]
71020092	7102	1	33040	45	3	2	0	[]
71020093	7102	1	33070	45	3	2	0	[]
71020094	7102	1	33100	45	3	2	0	[]
71020095	7102	1	33130	45	3	2	0	[]
71020096	7102	1	33160	45	3	2	0	[]
71020097	7102	1	33190	45	3	2	0	[]
71020098	7102	1	33220	45	3	2	0	[]
71020099	7102	1	33250	45	3	2	0	[]
71020100	7102	1	33280	45	3	2	0	[]
71020101	7102	1	33310	45	3	2	0	[]
71020102	7102	1	33340	45	3	2	0	[]
71020103	7102	1	33370	45	3	2	0	[]
71020104	7102	1	33400	45	3	2	0	[]
71020105	7102	1	33430	45	3	2	0	[]
71020106	7102	1	33460	45	3	2	0	[]
71020107	7102	1	33490	45	3	2	0	[]
71020108	7102	1	33520	45	3	2	0	[]
71020109	7102	1	33550	45	3	2	0	[]
71020110	7102	1	33580	45	3	2	0	[]
71020111	7102	1	33610	45	3	2	0	[]
71020112	7102	1	33640	45	3	2	0	[]
71020113	7102	1	33670	45	3	2	0	[]
71020114	7102	1	33700	45	3	2	0	[]
71020115	7102	1	33730	45	3	2	0	[]
71020116	7102	1	33760	45	3	2	0	[]
71020117	7102	1	33790	45	3	2	0	[]
71020118	7102	1	33820	45	3	2	0	[]
71020119	7102	1	33850	45	3	2	0	[]
71020120	7102	1	33880	45	3	2	0	[]
71020121	7102	1	33910	45	3	2	0	[]
71020122	7102	1	33940	45	3	2	0	[]
71020123	7102	1	33970	45	3	2	0	[]
71020124	7102	1	34000	45	3	2	0	[]
71020125	7102	1	34030	45	3	2	0	[]
71020126	7102	1	34060	45	3	2	0	[]
71020127	7102	1	34090	45	3	2	0	[]
71020128	7102	1	34120	45	3	2	0	[]
71020129	7102	1	34150	45	3	2	0	[]
71020130	7102	1	34180	45	3	2	0	[]
71020131	7102	1	34210	45	3	2	0	[]
71020132	7102	1	34240	45	3	2	0	[]
71020133	7102	1	34270	45	3	2	0	[]
71020134	7102	1	34300	45	3	2	0	[]
71020135	7102	1	34330	45	3	2	0	[]
71020136	7102	1	34360	45	3	2	0	[]
71020137	7102	1	34390	45	3	2	0	[]
71020138	7102	1	34420	45	3	2	0	[]
71020139	7102	1	34450	45	3	2	0	[]
71020140	7102	1	34480	45	3	2	0	[]
71020141	7102	1	34510	45	3	2	0	[]
71020142	7102	1	34540	45	3	2	0	[]
71020143	7102	1	34570	45	3	2	0	[]
71020144	7102	1	34600	45	3	2	0	[]
71020145	7102	1	34630	45	3	2	0	[]
71020146	7102	1	34660	45	3	2	0	[]
71020147	7102	1	34690	45	3	2	0	[]
71020148	7102	1	34720	45	3	2	0	[]
71020149	7102	1	34750	45	3	2	0	[]
71020150	7102	1	34780	45	3	2	0	[]
71020151	7102	1	34810	45	3	2	0	[]
71020152	7102	1	34840	45	3	2	0	[]
71020153	7102	1	34870	45	3	2	0	[]
71020154	7102	1	34900	45	3	2	0	[]
71020155	7102	1	34930	45	3	2	0	[]
71020156	7102	1	34960	45	3	2	0	[]
71020157	7102	1	34990	45	3	2	0	[]
71020158	7102	1	35020	45	3	2	0	[]
71020159	7102	1	35050	45	3	2	0	[]
71020160	7102	1	35080	45	3	2	0	[]
71020161	7102	1	35110	45	3	2	0	[]
71020162	7102	1	35140	45	3	2	0	[]
71020163	7102	1	35170	45	3	2	0	[]
71020164	7102	1	35200	45	3	2	0	[]
71020165	7102	1	35230	45	3	2	0	[]
71020166	7102	1	35260	45	3	2	0	[]
71020167	7102	1	35290	45	3	2	0	[]
71020168	7102	1	35320	45	3	2	0	[]
71020169	7102	1	35350	45	3	2	0	[]
71020170	7102	1	35380	45	3	2	0	[]
71020171	7102	1	35410	45	3	2	0	[]
71020172	7102	1	35440	45	3	2	0	[]
71020173	7102	1	35470	45	3	2	0	[]
71020174	7102	1	35500	45	3	2	0	[]
71020175	7102	1	35530	45	3	2	0	[]
71020176	7102	1	35560	45	3	2	0	[]
71020177	7102	1	35590	45	3	2	0	[]
71020178	7102	1	35620	45	3	2	0	[]
71020179	7102	1	35650	45	3	2	0	[]
71020180	7102	1	35680	45	3	2	0	[]
71020181	7102	1	35710	45	3	2	0	[]
71020182	7102	1	35740	45	3	2	0	[]
71020183	7102	1	35770	45	3	2	0	[]
71020184	7102	1	35800	45	3	2	0	[]
71020185	7102	1	35830	45	3	2	0	[]
71020186	7102	1	35860	45	3	2	0	[]
71020187	7102	1	35890	45	3	2	0	[]
71020188	7102	1	35920	45	3	2	0	[]
71020189	7102	1	35950	45	3	2	0	[]
71020190	7102	1	35980	45	3	2	0	[]
71020191	7102	1	36010	45	3	2	0	[]
71020192	7102	1	36040	45	3	2	0	[]
71020193	7102	1	36070	45	3	2	0	[]
71020194	7102	1	36100	45	3	2	0	[]
71020195	7102	1	36130	45	3	2	0	[]
71020196	7102	1	36160	45	3	2	0	[]
71020197	7102	1	36190	45	3	2	0	[]
71020198	7102	1	36220	45	3	2	0	[]
71020199	7102	1	36250	45	3	2	0	[]
71020200	7102	1	36280	45	3	2	0	[]
71020201	7102	1	36310	45	3	2	0	[]
71020202	7102	1	36340	45	3	2	0	[]
71020203	7102	1	36370	45	3	2	0	[]
71020204	7102	1	36400	45	3	2	0	[]
71020205	7102	1	36430	45	3	2	0	[]
71020206	7102	1	36460	45	3	2	0	[]
71020207	7102	1	36490	45	3	2	0	[]
71020208	7102	1	36520	45	3	2	0	[]
71020209	7102	1	36550	45	3	2	0	[]
71020210	7102	1	36580	45	3	2	0	[]
71020211	7102	1	36610	45	3	2	0	[]
71020212	7102	1	36640	45	3	2	0	[]
71020213	7102	1	36670	45	3	2	0	[]
71020214	7102	1	36700	45	3	2	0	[]
71020215	7102	1	36730	45	3	2	0	[]
71020216	7102	1	36760	45	3	2	0	[]
71020217	7102	1	36790	45	3	2	0	[]
71020218	7102	1	36820	45	3	2	0	[]
71020219	7102	1	36850	45	3	2	0	[]
71020220	7102	1	36880	45	3	2	0	[]
71030001	7103	1	30310	37	1	2	0	[]
71030002	7103	1	30340	37	1	2	0	[]
71030003	7103	1	30370	37	1	2	0	[]
71030004	7103	1	30400	37	1	2	0	[]
71030005	7103	1	30430	37	1	2	0	[]
71030006	7103	1	30460	37	1	2	0	[]
71030007	7103	1	30490	37	1	2	0	[]
71030008	7103	1	30520	37	1	2	0	[]
71030009	7103	1	30550	37	1	2	0	[]
71030010	7103	1	30580	37	1	2	0	[]
71030011	7103	1	30610	37	1	2	0	[]
71030012	7103	1	30640	37	1	2	0	[]
71030013	7103	1	30670	37	1	2	0	[]
71030014	7103	1	30700	37	1	2	0	[]
71030015	7103	1	30730	37	1	2	0	[]
71030016	7103	1	30760	37	1	2	0	[]
71030017	7103	1	30790	37	1	2	0	[]
71030018	7103	1	30820	37	1	2	0	[]
71030019	7103	1	30850	37	1	2	0	[]
71030020	7103	1	30880	37	1	2	0	[]
71030021	7103	1	30910	37	1	2	0	[]
71030022	7103	1	30940	37	1	2	0	[]
71030023	7103	1	30970	37	1	2	0	[]
71030024	7103	1	31000	37	1	2	0	[]
71030025	7103	1	31030	37	1	2	0	[]
71030026	7103	1	31060	37	1	2	0	[]
71030027	7103	1	31090	37	1	2	0	[]
71030028	7103	1	31120	37	1	2	0	[]
71030029	7103	1	31150	37	1	2	0	[]
71030030	7103	1	31180	37	1	2	0	[]
71030031	7103	1	31210	37	1	2	0	[]
71030032	7103	1	31240	37	1	2	0	[]
71030033	7103	1	31270	37	1	2	0	[]
71030034	7103	1	31300	37	1	2	0	[]
71030035	7103	1	31330	37	1	2	0	[]
71030036	7103	1	31360	37	1	2	0	[]
71030037	7103	1	31390	37	1	2	0	[]
71030038	7103	1	31420	37	1	2	0	[]
71030039	7103	1	31450	37	1	2	0	[]
71030040	7103	1	31480	37	1	2	0	[]
71030041	7103	1	31510	37	1	2	0	[]
71030042	7103	1	31540	37	1	2	0	[]
71030043	7103	1	31570	37	1	2	0	[]
71030044	7103	1	31600	37	1	2	0	[]
71030045	7103	1	31630	37	1	2	0	[]
71030046	7103	1	31660	37	1	2	0	[]
71030047	7103	1	31690	37	1	2	0	[]
71030048	7103	1	31720	37	1	2	0	[]
71030049	7103	1	31750	37	1	2	0	[]
71030050	7103	1	31780	37	1	2	0	[]
71030051	7103	1	31810	37	1	2	0	[]
71030052	7103	1	31840	37	1	2	0	[]
71030053	7103	1	31870	37	1	2	0	[]
71030054	7103	1	31900	37	1	2	0	[]
71030055	7103	1	31930	37	1	2	0	[]
71030056	7103	1	31960	37	1	2	0	[]
71030057	7103	1	31990	37	1	2	0	[]
71030058	7103	1	32020	37	1	2	0	[]
71030059	7103	1	32050	37	1	2	0	[]
71030060	7103	1	32080	37	1	2	0	[]
71030061	7103	1	32110	37	1	2	0	[]
71030062	7103	1	32140	37	1	2	0	[]
71030063	7103	1	32170	37	1	2	0	[]
71030064	7103	1	32200	37	1	2	0	[]
71030065	7103	1	32230	37	1	2	0	[]
71030066	7103	1	32260	37	1	2	0	[]
71030067	7103	1	32290	37	1	2	0	[]
71030068	7103	1	32320	37	1	2	0	[]
71030069	7103	1	32350	37	1	2	0	[]
71030070	7103	1	32380	37	1	2	0	[]
71030071	7103	1	32410	37	1	2	0	[]
71030072	7103	1	32440	37	1	2	0	[]
71030073	7103	1	32470	37	1	2	0	[]
71030074	7103	1	32500	37	1	2	0	[]
71030075	7103	1	32530	37	1	2	0	[]
71030076	7103	1	32560	37	1	2	0	[]
71030077	7103	1	32590	37	1	2	0	[]
71030078	7103	1	32620	37	1	2	0	[]
71030079	7103	1	32650	37	1	2	0	[]
71030080	7103	1	32680	37	1	2	0	[]
71030081	7103	1	32710	37	1	2	0	[]
71030082	7103	1	32740	37	1	2	0	[]
71030083	7103	1	32770	37	1	2	0	[]
71030084	7103	1	32800	37	1	2	0	[]
71030085	7103	1	32830	37	1	2	0	[]
71030086	7103	1	32860	37	1	2	0	[]
71030087	7103	1	32890	37	1	2	0	[]
71030088	7103	1	32920	37	1	2	0	[]
71030089	7103	1	32950	37	1	2	0	[]
71030090	7103	1	32980	37	1	2	0	[]
71030091	7103	1	33010	37	1	2	0	[]
71030092	7103	1	33040	37	1	2	0	[]
71030093	7103	1	33070	37	1	2	0	[]
71030094	7103	1	33100	37	1	2	0	[]
71030095	7103	1	33130	37	1	2	0	[]
71030096	7103	1	33160	37	1	2	0	[]
71030097	7103	1	33190	37	1	2	0	[]
71030098	7103	1	33220	37	1	2	0	[]
71030099	7103	1	33250	37	1	2	0	[]
71030100	7103	1	33280	37	1	2	0	[]
71030101	7103	1	33310	37	1	2	0	[]
71030102	7103	1	33340	37	1	2	0	[]
71030103	7103	1	33370	37	1	2	0	[]
71030104	7103	1	33400	37	1	2	0	[]
71030105	7103	1	33430	37	1	2	0	[]
71030106	7103	1	33460	37	1	2	0	[]
71030107	7103	1	33490	37	1	2	0	[]
71030108	7103	1	33520	37	1	2	0	[]
71030109	7103	1	33550	37	1	2	0	[]
71030110	7103	1	33580	37	1	2	0	[]
71030111	7103	1	33610	37	1	2	0	[]
71030112	7103	1	33640	37	1	2	0	[]
71030113	7103	1	33670	37	1	2	0	[]
71030114	7103	1	33700	37	1	2	0	[]
71030115	7103	1	33730	37	1	2	0	[]
71030116	7103	1	33760	37	1	2	0	[]
71030117	7103	1	33790	37	1	2	0	[]
71030118	7103	1	33820	37	1	2	0	[]
71030119	7103	1	33850	37	1	2	0	[]
71030120	7103	1	33880	37	1	2	0	[]
71030121	7103	1	33910	37	1	2	0	[]
71030122	7103	1	33940	37	1	2	0	[]
71030123	7103	1	33970	37	1	2	0	[]
71030124	7103	1	34000	37	1	2	0	[]
71030125	7103	1	34030	37	1	2	0	[]
71030126	7103	1	34060	37	1	2	0	[]
71030127	7103	1	34090	37	1	2	0	[]
71030128	7103	1	34120	37	1	2	0	[]
71030129	7103	1	34150	37	1	2	0	[]
71030130	7103	1	34180	37	1	2	0	[]
71030131	7103	1	34210	37	1	2	0	[]
71030132	7103	1	34240	37	1	2	0	[]
71030133	7103	1	34270	37	1	2	0	[]
71030134	7103	1	34300	37	1	2	0	[]
71030135	7103	1	34330	37	1	2	0	[]
71030136	7103	1	34360	37	1	2	0	[]
71030137	7103	1	34390	37	1	2	0	[]
71030138	7103	1	34420	37	1	2	0	[]
71030139	7103	1	34450	37	1	2	0	[]
71030140	7103	1	34480	37	1	2	0	[]
71030141	7103	1	34510	37	1	2	0	[]
71030142	7103	1	34540	37	1	2	0	[]
71030143	7103	1	34570	37	1	2	0	[]
71030144	7103	1	34600	37	1	2	0	[]
71030145	7103	1	34630	37	1	2	0	[]
71030146	7103	1	34660	37	1	2	0	[]
71030147	7103	1	34690	37	1	2	0	[]
71030148	7103	1	34720	37	1	2	0	[]
71030149	7103	1	34750	37	1	2	0	[]
71030150	7103	1	34780	37	1	2	0	[]
71030151	7103	1	34810	37	1	2	0	[]
71030152	7103	1	34840	37	1	2	0	[]
71030153	7103	1	34870	37	1	2	0	[]
71030154	7103	1	34900	37	1	2	0	[]
71030155	7103	1	34930	37	1	2	0	[]
71030156	7103	1	34960	37	1	2	0	[]
71030157	7103	1	34990	37	1	2	0	[]
71030158	7103	1	35020	37	1	2	0	[]
71030159	7103	1	35050	37	1	2	0	[]
71030160	7103	1	35080	37	1	2	0	[]
71030161	7103	1	35110	37	1	2	0	[]
71030162	7103	1	35140	37	1	2	0	[]
71030163	7103	1	35170	37	1	2	0	[]
71030164	7103	1	35200	37	1	2	0	[]
71030165	7103	1	35230	37	1	2	0	[]
71030166	7103	1	35260	37	1	2	0	[]
71030167	7103	1	35290	37	1	2	0	[]
71030168	7103	1	35320	37	1	2	0	[]
71030169	7103	1	35350	37	1	2	0	[]
71030170	7103	1	35380	37	1	2	0	[]
71030171	7103	1	35410	37	1	2	0	[]
71030172	7103	1	35440	37	1	2	0	[]
71030173	7103	1	35470	37	1	2	0	[]
71030174	7103	1	35500	37	1	2	0	[]
71030175	7103	1	35530	37	1	2	0	[]
71030176	7103	1	35560	37	1	2	0	[]
71030177	7103	1	35590	37	1	2	0	[]
71030178	7103	1	35620	37	1	2	0	[]
71030179	7103	1	35650	37	1	2	0	[]
71030180	7103	1	35680	37	1	2	0	[]
71030181	7103	1	35710	37	1	2	0	[]
71030182	7103	1	35740	37	1	2	0	[]
71030183	7103	1	35770	37	1	2	0	[]
71030184	7103	1	35800	37	1	2	0	[]
71030185	7103	1	35830	37	1	2	0	[]
71030186	7103	1	35860	37	1	2	0	[]
71030187	7103	1	35890	37	1	2	0	[]
71030188	7103	1	35920	37	1	2	0	[]
71030189	7103	1	35950	37	1	2	0	[]
71030190	7103	1	35980	37	1	2	0	[]
71030191	7103	1	36010	37	1	2	0	[]
71030192	7103	1	36040	37	1	2	0	[]
71030193	7103	1	36070	37	1	2	0	[]
71030194	7103	1	36100	37	1	2	0	[]
71030195	7103	1	36130	37	1	2	0	[]
71030196	7103	1	36160	37	1	2	0	[]
71030197	7103	1	36190	37	1	2	0	[]
71030198	7103	1	36220	37	1	2	0	[]
71030199	7103	1	36250	37	1	2	0	[]
71030200	7103	1	36280	37	1	2	0	[]
71030201	7103	1	36310	37	1	2	0	[]
71030202	7103	1	36340	37	1	2	0	[]
71030203	7103	1	36370	37	1	2	0	[]
71030204	7103	1	36400	37	1	2	0	[]
71030205	7103	1	36430	37	1	2	0	[]
